id,key,value,type
287299656,barrier,wall,regular
287299656,height,3.5,regular
287299656,source,NLS_OS_Edinburgh_map_1940s,regular
287299657,access,private,regular
287299657,leisure,garden,regular
287299657,source,NLS_OS_Edinburgh_map_1940s,regular
287299659,access,private,regular
287299659,leisure,garden,regular
287299659,source,NLS_OS_Edinburgh_map_1940s,regular
287304267,building,residential,regular
287304267,source,Bing,regular
287304268,building,yes,regular
287304268,source,Bing,regular
287304269,building,yes,regular
287304269,source,Bing,regular
287304270,building,yes,regular
287304270,source,Bing,regular
287304271,building,garage,regular
287304271,source,Bing,regular
287304272,building,yes,regular
287304272,source,Bing,regular
287304273,building,yes,regular
287304273,source,Bing,regular
287304274,building,yes,regular
287304274,source,Bing,regular
287304275,building,yes,regular
287304275,source,Bing,regular
287304276,highway,service,regular
287304276,service,driveway,regular
287304276,source,Bing,regular
287304278,access,private,regular
287304278,amenity,parking,regular
287304278,source,Bing,regular
287313896,building,residential,regular
287313896,source,Bing,regular
287313897,building,residential,regular
287313897,source,Bing,regular
287313898,building,residential,regular
287313898,source,Bing,regular
287313899,building,residential,regular
287313899,source,Bing,regular
287313900,building,residential,regular
287313900,source,Bing,regular
287313901,building,residential,regular
287313901,source,Bing,regular
287313902,building,residential,regular
287313902,source,Bing,regular
287313903,building,residential,regular
287313903,source,Bing,regular
287313904,building,residential,regular
287313904,source,Bing,regular
287313905,building,residential,regular
287313905,source,Bing,regular
287313906,building,residential,regular
287313906,source,Bing,regular
287313907,building,residential,regular
287313907,source,Bing,regular
287313908,building,residential,regular
287313908,source,Bing,regular
287313909,building,residential,regular
287313909,source,Bing,regular
287313910,building,residential,regular
287313910,source,Bing,regular
287313911,building,residential,regular
287313911,source,Bing,regular
287313912,building,residential,regular
287313912,source,Bing,regular
287313913,building,residential,regular
287313913,source,Bing,regular
287313914,building,yes,regular
287313914,source,Bing,regular
287313915,building,yes,regular
287313915,source,Bing,regular
287313916,building,yes,regular
287313916,source,Bing,regular
287313917,building,yes,regular
287313917,source,Bing,regular
287313918,building,yes,regular
287313918,source,Bing,regular
287313920,building,yes,regular
287313920,source,Bing,regular
287313922,building,yes,regular
287313922,source,Bing,regular
287313924,building,yes,regular
287313924,source,Bing,regular
287313926,building,yes,regular
287313926,source,Bing,regular
287313928,building,yes,regular
287313928,source,Bing,regular
287313930,building,yes,regular
287313930,source,Bing,regular
287313932,building,yes,regular
287313932,source,Bing,regular
287313934,access,private,regular
287313934,leisure,garden,regular
287313934,source,Bing,regular
287313936,access,private,regular
287313936,leisure,garden,regular
287313936,source,Bing,regular
287313939,barrier,wall,regular
287313939,source,NLS_OS_Edinburgh_map_1940s,regular
287313941,barrier,wall,regular
287313941,source,NLS_OS_Edinburgh_map_1940s,regular
287313942,barrier,wall,regular
287313942,source,NLS_OS_Edinburgh_map_1940s,regular
287313944,barrier,wall,regular
287313944,source,NLS_OS_Edinburgh_map_1940s,regular
287313946,barrier,wall,regular
287313946,source,NLS_OS_Edinburgh_map_1940s,regular
287313947,barrier,wall,regular
287313947,source,NLS_OS_Edinburgh_map_1940s,regular
287313949,barrier,wall,regular
287313949,source,NLS_OS_Edinburgh_map_1940s,regular
287313951,barrier,wall,regular
287313951,source,NLS_OS_Edinburgh_map_1940s,regular
287313952,barrier,wall,regular
287313952,source,NLS_OS_Edinburgh_map_1940s,regular
287313954,barrier,wall,regular
287313954,source,NLS_OS_Edinburgh_map_1940s,regular
287313955,barrier,wall,regular
287313955,source,NLS_OS_Edinburgh_map_1940s,regular
287313956,barrier,wall,regular
287313956,source,NLS_OS_Edinburgh_map_1940s,regular
287313957,barrier,wall,regular
287313957,source,NLS_OS_Edinburgh_map_1940s,regular
287313958,barrier,wall,regular
287313958,source,NLS_OS_Edinburgh_map_1940s,regular
287313959,barrier,wall,regular
287313959,source,NLS_OS_Edinburgh_map_1940s,regular
287313960,barrier,wall,regular
287313960,source,NLS_OS_Edinburgh_map_1940s,regular
287313961,barrier,wall,regular
287313961,source,NLS_OS_Edinburgh_map_1940s,regular
287313962,barrier,wall,regular
287313962,source,NLS_OS_Edinburgh_map_1940s,regular
287313963,barrier,wall,regular
287313963,source,NLS_OS_Edinburgh_map_1940s,regular
287313964,barrier,wall,regular
287313964,source,NLS_OS_Edinburgh_map_1940s,regular
287313965,barrier,wall,regular
287313965,source,NLS_OS_Edinburgh_map_1940s,regular
287313966,barrier,wall,regular
287313966,source,NLS_OS_Edinburgh_map_1940s,regular
287313967,barrier,wall,regular
287313967,source,NLS_OS_Edinburgh_map_1940s,regular
287313968,barrier,wall,regular
287313968,source,NLS_OS_Edinburgh_map_1940s,regular
287313969,barrier,wall,regular
287313969,source,NLS_OS_Edinburgh_map_1940s,regular
287313970,barrier,wall,regular
287313970,source,NLS_OS_Edinburgh_map_1940s,regular
287313971,barrier,wall,regular
287313971,source,NLS_OS_Edinburgh_map_1940s,regular
287313972,barrier,wall,regular
287313972,source,NLS_OS_Edinburgh_map_1940s,regular
287313973,barrier,wall,regular
287313973,source,NLS_OS_Edinburgh_map_1940s,regular
287313974,barrier,wall,regular
287313974,source,NLS_OS_Edinburgh_map_1940s,regular
287313975,barrier,wall,regular
287313975,source,NLS_OS_Edinburgh_map_1940s,regular
287313977,access,private,regular
287313977,leisure,garden,regular
287313977,source,Bing,regular
287313978,barrier,wall,regular
287313978,source,NLS_OS_Edinburgh_map_1940s,regular
287313979,access,private,regular
287313979,leisure,garden,regular
287313979,source,Bing,regular
287313980,access,private,regular
287313980,leisure,garden,regular
287313980,source,Bing,regular
287313982,access,private,regular
287313982,leisure,garden,regular
287313982,source,Bing,regular
287313983,access,private,regular
287313983,leisure,garden,regular
287313983,source,Bing,regular
287313987,access,private,regular
287313987,leisure,garden,regular
287313987,source,Bing,regular
287313990,access,private,regular
287313990,leisure,garden,regular
287313990,source,Bing,regular
287313993,access,private,regular
287313993,leisure,garden,regular
287313993,source,Bing,regular
287313996,access,private,regular
287313996,leisure,garden,regular
287313996,source,Bing,regular
287314000,access,private,regular
287314000,leisure,garden,regular
287314000,source,Bing,regular
287314002,access,private,regular
287314002,leisure,garden,regular
287314002,source,Bing,regular
287314004,access,private,regular
287314004,leisure,garden,regular
287314004,source,Bing,regular
287314006,access,private,regular
287314006,leisure,garden,regular
287314006,source,Bing,regular
287314008,access,private,regular
287314008,leisure,garden,regular
287314008,source,Bing,regular
287314009,access,private,regular
287314009,leisure,garden,regular
287314009,source,Bing,regular
287314012,access,private,regular
287314012,leisure,garden,regular
287314012,source,Bing,regular
287314014,access,private,regular
287314014,leisure,garden,regular
287314014,source,Bing,regular
287314020,access,private,regular
287314020,leisure,garden,regular
287314020,source,Bing,regular
287314022,access,private,regular
287314022,leisure,garden,regular
287314022,source,Bing,regular
287314025,access,private,regular
287314025,leisure,garden,regular
287314025,source,Bing,regular
287314027,access,private,regular
287314027,leisure,garden,regular
287314027,source,Bing,regular
287314029,access,private,regular
287314029,leisure,garden,regular
287314029,source,Bing,regular
287314032,access,private,regular
287314032,leisure,garden,regular
287314032,source,Bing,regular
287314034,access,private,regular
287314034,leisure,garden,regular
287314034,source,Bing,regular
287314036,access,private,regular
287314036,leisure,garden,regular
287314036,source,Bing,regular
287314039,access,private,regular
287314039,leisure,garden,regular
287314039,source,Bing,regular
287314042,access,private,regular
287314042,leisure,garden,regular
287314042,source,Bing,regular
287314044,access,private,regular
287314044,leisure,garden,regular
287314044,source,Bing,regular
287314046,access,private,regular
287314046,leisure,garden,regular
287314046,source,Bing,regular
287324904,building,house,regular
287324904,source,NLS_OS_Edinburgh_map_1940s,regular
287324905,building,apartments,regular
287324905,source,NLS_OS_Edinburgh_map_1940s,regular
287324906,building,residential,regular
287324906,source,Bing,regular
287324907,building,residential,regular
287324907,source,Bing,regular
287324908,building,apartments,regular
287324908,levels,4,building
287324908,material,sandstone,building
287324908,levels,1,roof
287324908,material,slate,roof
287324908,source,NLS_OS_Edinburgh_map_1940s,regular
287324909,building,residential,regular
287324909,source,Bing,regular
287324910,building,apartments,regular
287324910,source,NLS_OS_Edinburgh_map_1940s,regular
287324911,building,apartments,regular
287324911,source,NLS_OS_Edinburgh_map_1940s,regular
287324912,building,apartments,regular
287324912,levels,4,building
287324912,material,sandstone,building
287324912,levels,1,roof
287324912,material,slate,roof
287324912,source,NLS_OS_Edinburgh_map_1940s,regular
287324913,building,residential,regular
287324913,source,Bing,regular
287324914,building,apartments,regular
287324914,levels,4,building
287324914,material,sandstone,building
287324914,levels,1,roof
287324914,material,slate,roof
287324914,source,NLS_OS_Edinburgh_map_1940s,regular
287324915,building,apartments,regular
287324915,source,NLS_OS_Edinburgh_map_1940s,regular
287324916,building,residential,regular
287324916,source,Bing,regular
287324917,building,yes,regular
287324917,source,Bing,regular
287324918,building,residential,regular
287324918,source,Bing,regular
287324919,building,apartments,regular
287324919,levels,4,building
287324919,material,sandstone,building
287324919,levels,1,roof
287324919,material,slate,roof
287324919,source,NLS_OS_Edinburgh_map_1940s,regular
287324920,building,house,regular
287324920,source,NLS_OS_Edinburgh_map_1940s,regular
287324921,building,residential,regular
287324921,source,Bing,regular
287324922,building,residential,regular
287324922,source,Bing,regular
287324923,building,apartments,regular
287324923,levels,4,building
287324923,material,sandstone,building
287324923,levels,1,roof
287324923,material,slate,roof
287324923,source,NLS_OS_Edinburgh_map_1940s,regular
287324924,building,residential,regular
287324924,source,Bing,regular
287324925,building,apartments,regular
287324925,source,NLS_OS_Edinburgh_map_1940s,regular
287324926,building,residential,regular
287324926,source,Bing,regular
287324927,building,apartments,regular
287324927,levels,4,building
287324927,material,sandstone,building
287324927,levels,1,roof
287324927,material,slate,roof
287324927,source,NLS_OS_Edinburgh_map_1940s,regular
287324928,building,yes,regular
287324928,source,Bing,regular
287324929,building,apartments,regular
287324929,source,NLS_OS_Edinburgh_map_1940s,regular
287324930,building,apartments,regular
287324930,levels,4,building
287324930,material,sandstone,building
287324930,levels,1,roof
287324930,material,slate,roof
287324930,source,NLS_OS_Edinburgh_map_1940s,regular
287324931,building,apartments,regular
287324931,source,NLS_OS_Edinburgh_map_1940s,regular
287324932,building,apartments,regular
287324932,source,NLS_OS_Edinburgh_map_1940s,regular
287324933,building,apartments,regular
287324933,source,NLS_OS_Edinburgh_map_1940s,regular
287324934,building,apartments,regular
287324934,source,NLS_OS_Edinburgh_map_1940s,regular
287324935,building,house,regular
287324935,source,NLS_OS_Edinburgh_map_1940s,regular
287324936,building,apartments,regular
287324936,source,NLS_OS_Edinburgh_map_1940s,regular
287324937,building,apartments,regular
287324937,source,NLS_OS_Edinburgh_map_1940s,regular
287501192,building,garage,regular
287501192,source,Bing,regular
287506372,center,yes,handrail
287506372,highway,steps,regular
287506372,incline,up,regular
287506372,step_count,9,regular
287506372,width,16,regular
287506374,foot,yes,regular
287506374,highway,pedestrian,regular
287506374,surface,paving_stones,regular
287510048,area,yes,regular
287510048,bicycle,yes,regular
287510048,highway,pedestrian,regular
287510048,surface,paving_stones,regular
287510338,bicycle,yes,regular
287510338,foot,yes,regular
287510338,highway,pedestrian,regular
287510338,surface,paving_stones,regular
287510970,building,residential,regular
287510970,source,Bing,regular
287510972,building,residential,regular
287510972,source,Bing,regular
287510973,building,yes,regular
287510973,source,Bing,regular
287510974,building,yes,regular
287510974,source,Bing,regular
287510975,building,residential,regular
287510975,source,Bing,regular
287510976,building,residential,regular
287510976,source,Bing,regular
287510977,building,residential,regular
287510977,source,Bing,regular
287510978,access,private,regular
287510978,leisure,garden,regular
287510978,source,Bing,regular
287510979,barrier,wall,regular
